Index,Gene
1657,CHCHD8
1658,ZNF423
1659,CCDC76
1660,MAGED4B
1661,C14ORF45
1662,KAT7
1663,DNTTIP2
1664,GTF2H5
1665,SLC7A6
1666,RNF183
1667,TAS1R1
1668,IL11
1669,PRAMEF17
1670,SPTBN2
1671,CKAP2
1672,GNAI3
1673,NCF1
1674,C16ORF7
1675,LILRB1
1676,PPL
1677,RIF1
1678,YAE1D1
1679,RAB3IL1
1680,PTGES2
1681,KIAA1383
1682,LOC100505478
1683,PWP1
1684,GABRA5
1685,MYO1E
1686,KRT72
1687,WIPI2
1688,PPRC1
1689,NCAPH2
1690,FAM81A
1691,MRPS28
1692,ZNF37A
1693,ITPK1
1694,DMRTC1
1695,CGB8
1696,ERICH1
1697,TCF19
1698,SCAMP3
1699,WSB2
1700,ATP5D
1701,ARL6IP1
1702,SCYL3
1703,PUS7
1704,XIAP
1705,MTL5
1706,GIF
1707,C8ORF44
1708,POTEC
1709,DNAJB4
1710,SLU7
1711,PCBP2
1712,HEBP2
1713,LRSAM1
1714,LRTM2
1715,TBC1D7
1716,TRIM63
1717,SPATA8
1718,CIB3
1719,FDX1L
1720,KCNQ1
1721,FASN
1722,AKAP7
1723,QARS
1724,TAP2
1725,C22ORF46
1726,ZAP70
1727,FGD6
1728,FBXO38
1729,PRAMEF21
1730,HES2
1731,CHRNA1
1732,C1ORF201
1733,SGCD
1734,WNT5B
1735,ELAVL1
1736,CD3EAP
1737,LCTL
1738,RNF207
1739,CLIC1
1740,CYP4F2
1741,TRIM32
1742,IGSF3
1743,HEPHL1
1744,DOLK
1745,ARHGAP8
1746,NALCN
1747,CSRNP1
1748,IFITM2
1749,H2BFWT
1750,LRRC28
1751,SZT2
1752,GNA12
1753,SLC25A41
1754,CACNG1
1755,ESR2
1756,CORO6
1757,PTCD1
1758,ACO2
1759,TRIM38
1760,ALS2CR12
1761,ZNF780A
1762,LOC158434
1763,NOS2
1764,GART
1765,EEF1G
1766,COL22A1
1767,FNDC9
1768,TMEM109
1769,ST13
1770,TRAK1
1771,SLC33A1
1772,CHCHD4
1773,PDE7A
1774,ELMOD2
1775,DUSP9
1776,INTU
1777,MME
1778,LYG2
1779,SEMA5A
1780,TYROBP
1781,TMEM154
1782,DEFB106A
1783,NXPH3
1784,TMEM165
1785,GYS2
1786,KRTAP24-1
1787,RPUSD4
1788,CT47A8
1789,KRTAP4-2
1790,TXNDC9
1791,SLC7A8
1792,ALG1L
1793,SOX12
1794,OCM
1795,C12ORF59
1796,FSD2
1797,COL2A1
1798,KIF1B
1799,URGCP
1800,CERCAM
1801,SLC22A15
1802,MEGF10
1803,MYLIP
1804,SLC6A19
1805,FASTK
1806,CSRP1
1807,PRKAB1
1808,CDC25B
1809,MRPL43
1810,IL29
1811,IFT122
1812,NPPB
1813,CSNK1A1L
1814,SPC25
1815,KDELR3
1816,CGRRF1
1817,CADM4
1818,KLF12
1819,ADH4
1820,NARS
1821,NPFFR2
1822,SYT3
1823,TOB1
1824,DAPP1
1825,MATN4
1826,KRT76
1827,POMT2
1828,SECISBP2L
1829,AKR1C3
1830,MOCS2
1831,MED14
1832,OR11A1
1833,CDK8
1834,VSIG1
1835,TBC1D10B
1836,ERG
1837,UQCRC1
1838,AMOTL2
1839,PSMD3
1840,MAPK8
1841,ACTL6B
1842,CHRNA9
1843,TCERG1L
1844,HTATIP2
1845,SNAP91
1846,MRPL48
1847,GLS2
1848,TTC23L
1849,DST
1850,JAG1
1851,PTPN2
1852,APC
1853,TUBA3D
1854,NUDT21
1855,MEST
1856,OR11H4
1857,HIF1AN
1858,NLGN4Y
1859,SEC14L5
1860,KRTAP3-1
1861,STBD1
1862,MDH2
1863,ROR2
1864,CBWD5
1865,SENP2
1866,DKKL1
1867,SBF1
1868,DUSP27
1869,DNAJB13
1870,OR10T2
1871,TRMT61A
1872,OR4N4
1873,MPEG1
1874,GLTSCR1
1875,TYW1B
1876,B3GALT5
1877,OR14C36
1878,SCN7A
1879,DMKN
1880,RASGRP2
1881,CSF3
1882,CSNK1G3
1883,LOC728379
1884,PSD
1885,RPLP1
1886,DARC
1887,FARS2
1888,HN1
1889,FXYD3
1890,TOMM40
1891,PLA2G15
1892,PDZD2
1893,DOCK8
1894,CTAG1B
1895,KCTD15
1896,MTRNR2L3
1897,PPAPDC1A
1898,FAM189A1
1899,ACCS
1900,NEUROD4
1901,C7ORF62
1902,SIRT6
1903,ZNF410
1904,NRBF2
1905,ZNF576
1906,ADARB2
1907,N4BP2
1908,EIF2B2
1909,MELK
1910,NFKBID
1911,YBX2
1912,VGLL4
1913,ETF1
1914,SART1
1915,BEND3
1916,PANK2
1917,PLAC9
1918,SLC22A13
1919,PPP1R15B
1920,RRM1
1921,ELAC1
1922,ZNF19
1923,BMP4
1924,DAOA
1925,SNAI1
1926,CLEC1B
1927,SEC16B
1928,XKR5
1929,SLC25A45
1930,RAD21L1
1931,C2ORF56
1932,MSMP
1933,SELP
1934,RNF31
1935,CEP104
1936,YY1
1937,IK
1938,HPCA
1939,NOTCH4
1940,PCDH10
1941,FCRL2
1942,GPR124
1943,WDFY1
1944,OR5C1
1945,MAPKBP1
1946,COQ5
1947,C17ORF78
1948,CNTN1
1949,CTXN2
1950,NT5C3L
1951,TTC7A
1952,NIPAL3
1953,CAPZA3
1954,RNF114
1955,SLC35B3
1956,BEX5
1957,NFYC
1958,ALOX5
1959,SRPR
1960,UPB1
1961,FGA
1962,SLC2A1
1963,RBM11
1964,ISCA2
1965,TMEM187
1966,TBC1D3G
1967,MSH4
1968,BCKDHA
1969,LRRC40
1970,LOC100130357
1971,MRPS21
1972,BHLHE22
1973,FAM110A
1974,UBE2S
1975,MS4A8B
1976,JPH3
1977,TMEM89
1978,SLC22A18AS
1979,OR4D2
1980,TFDP1
1981,MBD3L2
1982,NRD1
1983,DPM3
1984,ELOVL3
1985,NADKD1
1986,CYP39A1
1987,CRMP1
1988,CSPG4
1989,FBXL4
1990,JMJD7-PLA2G4B
1991,ARHGAP6
1992,IMMP1L
1993,PPP1R1A
1994,PHF3
1995,FAM167B
1996,RHBDF2
1997,UGCG
1998,ZNF254
1999,KCNJ8
2000,C17ORF108
2001,XXYLT1
2002,CLDN1
2003,IQCC
2004,GNPTAB
2005,TNIP1
2006,SPEM1
2007,ZNF675
2008,OLIG3
2009,MASP1
2010,R3HDM1
2011,OTP
2012,DEFB103A
2013,C15ORF39
2014,NSDHL
2015,NLRP4
2016,THAP9
2017,NEUROD1
2018,BTNL8
2019,MCM7
2020,HN1L
2021,TBRG4
2022,FOXN1
2023,TIPRL
2024,C16ORF55
2025,NKX6-1
2026,ZNF646
2027,DDX58
2028,BBS9
2029,IPO7
2030,MUC6
2031,PSMA8
2032,CDK12
2033,DSCAML1
2034,FOXL1
2035,DEFB108B
2036,MYL4
2037,SYT7
2038,C3ORF72
2039,PCDHB5
2040,IL3RA
2041,CBR1
2042,COX6A1
2043,C12ORF70
2044,AQPEP
2045,DRAP1
2046,CCDC36
2047,C6ORF48
2048,POFUT1
2049,MANBAL
2050,DBN1
2051,MYOCD
2052,PARD6A
2053,HNRNPH1
2054,RBM8A
2055,PAK1IP1
2056,MMP10
2057,AADAC
2058,FAM21C
2059,GTF2I
2060,ASB1
2061,PLEKHB1
2062,TAF4B
2063,HDLBP
2064,IRF8
2065,FIZ1
2066,CWC22
2067,DZIP1
2068,DCLK3
2069,NEFL
2070,TNFAIP8L2
2071,MSN
2072,PAK3
2073,HDX
2074,TNFSF11
2075,TBX1
2076,FOXO4
2077,SRP19
2078,ZFYVE20
2079,PAX3
2080,GSDMC
2081,TNNT3
2082,EHD2
2083,GRPR
2084,PIGZ
2085,NAP1L5
2086,HAO2
2087,SULT1A3
2088,SCGB3A2
2089,SPACA3
2090,NKX2-4
2091,ARL6
2092,NUMBL
2093,BAIAP3
2094,MAL
2095,GLRA4
2096,NPL
2097,FKBP1B
2098,C9ORF100
2099,APOBEC3H
2100,CPE
2101,GPRC5D
2102,PLA2G4A
2103,C1R
2104,DNMT1
2105,ZNF471
2106,GIGYF1
2107,PYROXD2
2108,LHX9
2109,C17ORF48
2110,SYT13
2111,UQCRB
2112,TGDS
2113,FBXL19
2114,EEFSEC
2115,OR4D10
2116,NKX3-2
2117,C7ORF23
2118,LCLAT1
2119,NGLY1
2120,PRAC
2121,FOXH1
2122,SPI1
2123,ATXN7L3
2124,C8ORF86
2125,PIK3CB
2126,BTBD18
2127,ANAPC16
2128,ATG12
2129,OR10S1
2130,TRIM66
2131,PAGE2B
2132,GFRA1
2133,OR2T5
2134,OR4K2
2135,MFHAS1
2136,KLK12
2137,CATSPERD
2138,SEL1L3
2139,FAM156A
2140,SLC35F3
2141,C1QL2
2142,MPP6
2143,UBB
2144,ESCO1
2145,ZC3H18
2146,SFXN1
2147,ERN2
2148,IFIT5
2149,DNAJC4
2150,UST
2151,CREB3L1
2152,F2RL2
2153,INPP5E
2154,ATP13A3
2155,HSPA6
2156,CGB1
2157,HIST1H4J
2158,TSPAN8
2159,CCDC104
2160,ZDHHC2
2161,OR51Q1
2162,DLG4
2163,CAMK1
2164,RERG
2165,EXOC3L2
2166,GM2A
2167,CFH
2168,BPIFB4
2169,VWA7
2170,KRTAP13-4
2171,RAB33A
2172,GPATCH2
2173,GLI3
2174,COMMD6
2175,ENTPD2
2176,PDE6G
2177,MYEOV
2178,SPTLC3
2179,FABP1
2180,NYNRIN
2181,SUPT5H
2182,PRRX1
2183,BNC2
2184,MRPS9
2185,WNT16
2186,NPLOC4
2187,TMSB4X
2188,CYBA
2189,PPHLN1
2190,LPCAT3
2191,UCHL5
2192,CHRNA2
2193,HSPA1A
2194,NEGR1
2195,OR9A2
2196,SH3BGRL
2197,USF2
2198,LARS
2199,FGFR3
2200,NIF3L1
2201,TRAP1
2202,MYH4
2203,TTC29
2204,SCRT2
2205,AP1G2
2206,C11ORF40
2207,FXC1
2208,MITD1
2209,ZNF212
2210,PAQR7
2211,OR1E1
2212,ROR1
2213,MAVS
2214,ABCD2
2215,IQCF1
2216,PRR22
2217,GRB7
2218,OR4K17
2219,SDHA
2220,SNX14
2221,SNX25
2222,DDX56
2223,PLAUR
2224,OR6N2
2225,ARFGEF1
2226,SACS
2227,SP9
2228,C10ORF53
2229,MEP1A
2230,JAK3
2231,APOE
2232,E2F3
2233,KIF2C
2234,SDR9C7
2235,CCS
2236,STAT4
2237,DTYMK
2238,DCTN4
2239,FAM25G
2240,DDX31
2241,AVPR1B
2242,RSPH1
2243,ATXN1
2244,FAM46C
2245,SLC24A1
2246,CFHR1
2247,ANXA13
2248,CARD14
2249,DUSP5
2250,C22ORF32
2251,MGAT5
2252,SMOX
2253,SGK196
2254,NFXL1
2255,GDF15
2256,SLC39A12
2257,C20ORF152
2258,SLC43A3
2259,SP140L
2260,RPS27L
2261,OR52E4
2262,FAM213A
2263,PDXDC1
2264,RABGAP1
2265,ARG1
2266,C2ORF15
2267,ASH2L
2268,ARPP19
2269,IGF1
2270,NDUFC2
2271,HSF4
2272,TSPEAR
2273,POLR2K
2274,ZNF358
2275,FXN
2276,RAD21
2277,CACNB2
2278,SNRPB2
2279,GML
2280,H3F3B
2281,SFTPA2
2282,LSM6
2283,TMEM61
2284,TMEM185A
2285,USP7
2286,LAIR2
2287,ACPP
2288,CHST8
2289,POLR3D
2290,C9ORF78
2291,SESN1
2292,PTRH2
2293,TMEM9B
2294,C17ORF74
2295,TYW3
2296,GTF2F2
2297,DPYSL2
2298,FAM76A
2299,MYL1
2300,C8ORF45
2301,NRBP2
2302,LEO1
2303,PPIH
2304,GTF2A1
2305,AP4E1
2306,FAM217A
2307,ATRX
2308,CDH8
2309,GAS1
2310,GABRA4
2311,FAM158A
2312,CCDC89
2313,PCNXL3
2314,ZSCAN4
2315,AGPHD1
2316,OTUD5
2317,SWAP70
2318,PRKAG1
2319,PAGE2
2320,FAM208B
2321,EML5
2322,SS18L1
2323,SERPINB3
2324,HNRNPU
2325,SLC4A1
2326,CMTM8
2327,ORAI1
2328,CXORF41
2329,FBXO8
2330,CHUK
2331,KIR3DL1
2332,CCDC50
2333,TNFRSF11A
2334,PDLIM7
2335,CLEC2B
2336,FAM115A
2337,CD34
2338,FGFRL1
2339,MT-ND5
2340,USP48
2341,EFCAB11
2342,C11ORF48
2343,TRIM31
2344,SLC34A2
2345,CNGB3
2346,RBM18
2347,ATG14
2348,C22ORF26
2349,FAM20C
2350,DTNB
2351,C19ORF35
2352,CACNG7
2353,TMPRSS7
2354,PSMD5
2355,RAP2A
2356,LPAR3
2357,MSANTD3-TMEFF1
2358,EZH1
2359,THEM5
2360,PEX10
2361,AP3M2
2362,HERPUD1
2363,FOXJ1
2364,SLC17A9
2365,ZDHHC24
2366,LHPP
2367,RENBP
2368,SOGA2
2369,ABCF1
2370,SOCS5
2371,RPSA
2372,SGSM3
2373,C16ORF5
2374,PMS1
2375,RABGGTB
2376,UBXN7
2377,DUSP13
2378,ASB5
2379,VN1R4
2380,CGB5
2381,KAAG1
2382,SLC39A10
2383,STX19
2384,SMR3B
2385,CEACAM20
2386,PREB
2387,DHDH
2388,PEX5L
2389,PCBD1
2390,KRBA1
2391,SLC18B1
2392,SYN3
2393,GRM8
2394,QRICH1
2395,IFNG
2396,TKTL1
2397,RLIM
2398,ATG2B
2399,DHRS9
2400,KIAA1009
2401,NCOA6
2402,ADCK5
2403,ZFP90
2404,NAA60
2405,LRRC56
2406,FBXL3
2407,APPBP2
2408,OPN1MW2
2409,KRT75
2410,TMEM245
2411,ZBTB38
2412,KIT
2413,PQLC1
2414,WDFY4
2415,EFNB3
2416,EMILIN1
2417,OGFR
2418,IL18BP
2419,SDHAF1
2420,PACSIN2
2421,AP1S2
2422,ZNF772
2423,CDK2AP1
2424,KIF26B
2425,FREM1
2426,GALR3
2427,MED24
2428,C6ORF10
2429,SNED1
2430,RINL
2431,SLC29A4
2432,BOC
2433,COG4
2434,FN3K
2435,C1ORF124
2436,UCHL1
2437,OR52L1
2438,KIR3DL2
2439,FARP1
2440,GPHA2
2441,HERC5
2442,HECW1
2443,SREBF1
2444,CENPC1
2445,CHP2
2446,L2HGDH
2447,RSRC1
2448,AHSG
2449,KLHL13
2450,CHST9
2451,DIEXF
2452,TLX1NB
2453,CTNNA3
2454,MBLAC1
2455,SLC27A2
2456,PSMB8
2457,PLEKHA6
2458,HNRNPC
2459,ZNF248
2460,C22ORF43
2461,HK3
2462,C17ORF110
2463,CDKL2
2464,TIPIN
2465,PSTK
2466,ZNF703
2467,OR51F2
2468,SIK1
2469,WIZ
2470,PPP2R5A
2471,SIPA1
2472,PLEKHG5
2473,POFUT2
2474,FAM211A
2475,CES5A
2476,TK2
2477,AIM2
2478,ATP6V0D1
2479,CLIC4
2480,UBL4A
2481,SNUPN
2482,RAD52
2483,DEFB104A
2484,ZFP112
2485,LCE1B
2486,ZBTB6
2487,C10ORF27
2488,NFS1
2489,ETFA
2490,ERAS
2491,RPS26
2492,RIMBP3C
2493,PTDSS2
2494,H1F0
2495,RPL13A
2496,TAS2R43
2497,RANBP3
2498,LUC7L2
2499,TSPAN18
2500,MFSD8
2501,PLEKHA1
2502,LYPD6B
2503,PNMA2
2504,OSBPL8
2505,FAM210B
2506,FAM59B
2507,SCFD1
2508,PSMC1
2509,RIT2
2510,LAMA2
2511,CHTOP
2512,RASIP1
2513,C9ORF9
2514,TMEM45A
2515,TMEM140
2516,HIST1H2AL
2517,ARID3C
2518,CDHR2
2519,AGPAT3
2520,NFKBIL1
2521,KRT73
2522,RARRES3
2523,SOHLH1
2524,FOXD1
2525,RNF20
2526,RBPMS
2527,ZBTB8B
2528,C17ORF82
2529,HIP1R
2530,FCGRT
2531,DMRTA1
2532,BMPR2
2533,NFYA
2534,FRG2
2535,RASD2
2536,TAF1A
2537,ZNF536
2538,ZNF572
2539,CRYBA2
2540,TUT1
2541,NUDT3
2542,CDH2
2543,LRIG1
2544,DLGAP4
2545,NOL3
2546,ST6GAL2
2547,DBP
2548,RPS10
2549,RNASE2
2550,DUSP15
2551,HBB
2552,PTPN20B
2553,AVEN
2554,VTCN1
2555,RTEL1
2556,HMP19
2557,ATP2B3
2558,POU3F1
2559,ADPRHL1
2560,RASGEF1C
2561,C10ORF91
2562,BCL2L10
2563,IZUMO2
2564,GRIN3A
2565,ZNF789
2566,PKP2
2567,TSLP
2568,OR1Q1
2569,ENOPH1
2570,MDGA1
2571,C9ORF50
2572,KHDRBS3
2573,IGSF10
2574,NKX2-3
2575,MATK
2576,LRRC69
2577,CLEC4A
2578,CCR8
2579,STRADB
2580,MRPS33
2581,LRFN5
2582,RAB6B
2583,PRR9
2584,MOB3C
2585,FABP3
2586,NME4
2587,OR10AD1
2588,ZNF629
2589,EFNB1
2590,SOS2
2591,AQP12B
2592,MYOZ2
2593,KRTAP6-3
2594,ST3GAL1
2595,SPTY2D1
2596,HMGB1
2597,JUN
2598,NHLRC3
2599,DGCR6
2600,MRPL53
2601,APIP
2602,ZBTB11
2603,KIAA0408
2604,ZNF250
2605,AQP6
2606,PAN2
2607,RBCK1
2608,FABP12
2609,TPPP3
2610,ZNF616
2611,FAM149A
2612,IBA57
2613,CALU
2614,INPP4B
2615,NUDC
2616,C6ORF62
2617,ADAMTS13
2618,IDH2
2619,LHX4
2620,GLIPR1L1
2621,FBXW9
2622,SLC35A4
2623,OR14J1
2624,PHLDA2
2625,IGSF11
2626,TMEM14E
2627,RIPK2
2628,PNLIPRP1
2629,YPEL1
2630,SLAMF9
2631,C2ORF16
2632,HMGN4
2633,SCN8A
2634,TAF1D
2635,THEG
2636,LY6G5C
2637,ARPC2
2638,SUDS3
2639,DNAJC6
2640,MYL12A
2641,GPR4
2642,MYOG
2643,HIST1H2BL
2644,FAIM
2645,UBAP1
2646,RGPD6
2647,NTN4
2648,ZNF468
2649,HIST1H2AH
2650,TRAIP
2651,CLN6
2652,PPP2R3A
2653,ALG8
2654,RPS21
2655,CABS1
2656,NDUFA11
2657,C14ORF93
2658,DCAF17
2659,CHN1
2660,MYOF
2661,AUTS2
2662,CHRNA7
2663,ZBTB8OS
2664,ADAMTS16
2665,ULK2
2666,KCNC3
2667,HSPA8
2668,DHX15
2669,OR10X1
2670,CCDC61
2671,RC3H2
2672,QRICH2
2673,LTK
2674,BGN
2675,HSPH1
2676,ABO
2677,SLC5A12
2678,POU5F1
2679,PRMT7
2680,CAMLG
2681,VMAC
2682,IRF4
2683,TP53I11
2684,OR9G9
2685,OR5AS1
2686,MRPS18B
2687,METTL2A
2688,LCMT1
2689,LDOC1
2690,PDZD3
2691,ELOF1
2692,EGR3
2693,OR9K2
2694,EPB49
2695,RPL4
2696,ZNF792
2697,BEX4
2698,PRICKLE3
2699,FAM181A
2700,GSTM3
2701,PPFIBP2
2702,PNN
2703,HDHD2
2704,BCL2L12
2705,MTIF3
2706,C12ORF71
2707,GAGE1
2708,MYO1B
2709,ANKRD20A4
2710,GPR32
2711,PRCP
2712,SPATA16
2713,OR2L8
2714,CD79B
2715,SRD5A3
2716,WIF1
2717,PCDHA1
2718,DNAAF1
2719,UCMA
2720,IGFBPL1
2721,BAP1
2722,ZNF434
2723,HERC6
2724,ZXDC
2725,FRZB
2726,BRI3
2727,TRIM9
2728,EXOC2
2729,LCE2D
2730,C12ORF12
2731,C3ORF14
2732,TUBA8
2733,POP4
2734,TOX2
2735,KIAA0226
2736,LRRC45
2737,C15ORF33
2738,MT-ND2
2739,DHRS4L2
2740,FTO
2741,CYP1A2
2742,KRT17
2743,C19ORF81
2744,FAM125B
2745,DHDDS
2746,HSPB6
2747,CYLC2
2748,C9ORF171
2749,NOVA1
2750,C15ORF53
2751,CALM3
2752,ATXN3
2753,GAL3ST1
2754,TRIM3
2755,SLC35E4
2756,NEK6
2757,CXCL5
2758,KIAA1919
2759,MCF2L2
2760,NGDN
2761,NOL7
2762,FOXR1
2763,RYR2
2764,WDR93
2765,RBM17
2766,EFHA1
2767,DMTF1
2768,TAS1R3
2769,SETDB2
2770,CYP3A4
2771,ZMYM4
2772,SCP2
2773,SEPT9
2774,DDX11
2775,NIPAL1
2776,GRK4
2777,PPP1R1B
2778,C8ORF44-SGK3
2779,TRIB3
2780,RPS9
2781,ERMP1
2782,CT62
2783,SHROOM3
2784,GPR180
2785,OSBPL11
2786,ELF5
2787,COMMD4
2788,PCDHGB7
2789,FKBPL
2790,SEL1L
2791,AOX1
2792,DDIT3
2793,CERS1
2794,C21ORF91
2795,COL17A1
2796,HIVEP1
2797,PDE5A
2798,SSX1
2799,SLC16A7
2800,SFXN5
2801,ANAPC4
2802,IL28RA
2803,CEP120
2804,UBE2F
2805,CDR1
2806,MED22
2807,DNASE2
2808,CMPK2
2809,AKIRIN1
2810,CXORF1
2811,C20ORF203
2812,RET
2813,MLL4
2814,PRAMEF3
2815,C16ORF11
2816,TRPM8
2817,FPR3
2818,FAM111B
2819,CASP7
2820,TAAR9
2821,YIPF6
2822,ZNF749
2823,CDKL4
2824,PGAM2
2825,ZNF518B
2826,MRPS34
2827,CHRNA6
2828,GRB14
2829,OR5AN1
2830,DMPK
2831,MGAM
2832,CGN
2833,PABPC1L2B
2834,ATP6V0A4
2835,MCM2
2836,FAM83H
2837,RAB20
2838,LHCGR
2839,SEMA7A
2840,C1ORF198
2841,CBX3
2842,RAC2
2843,GABBR2
2844,MCCD1
2845,CACNA1G
2846,CXCR3
2847,ATP8A2
2848,NDEL1
2849,SEC23B
2850,XRCC6
2851,RPAP1
2852,REL
2853,PKHD1L1
2854,TMEM200C
2855,SPEF1
2856,GALNT2
2857,SEMA6B
2858,C18ORF25
2859,PNLIP
2860,PROKR2
2861,IFNGR2
2862,ANKRD53
2863,JMJD7
2864,PEX11B
2865,REEP5
2866,VIL1
2867,IKBKAP
2868,CTU2
2869,ANKRD45
2870,DDTL
2871,MSC
2872,DCDC2
2873,OR2T11
2874,INO80B
2875,NFATC2IP
2876,TAS2R3
2877,C8ORF42
2878,ATN1
2879,CHRND
2880,C1ORF86
2881,ST8SIA1
2882,WDR19
2883,SHISA4
2884,FADS3
2885,MACROD2
2886,ACOT9
2887,RASSF3
2888,MRPS23
2889,CD44
2890,OR11H12
2891,RNF133
2892,OR10J5
2893,HSF1
2894,HSD17B7
2895,PATL1
2896,ZDHHC17
2897,GPR34
2898,DCAF4
2899,GABRA6
2900,ATXN1L
2901,MORF4L1
2902,FAM123B
2903,TMEM163
2904,MATR3
2905,BCKDHB
2906,TSGA13
2907,PDE6C
2908,KRT28
2909,DNAJB11
2910,TRAPPC1
2911,DYNLL1
2912,CDH20
2913,TMEM238
2914,SLC22A8
2915,HSD11B1L
2916,CRABP2
2917,TMEM104
2918,UGP2
2919,ESYT3
2920,SPAG16
2921,AP4S1
2922,KLK11
2923,CLRN3
2924,SERBP1
2925,HMGXB4
2926,PERP
2927,FOXRED2
2928,SNTG2
2929,PRDM4
2930,IER5
2931,TBR1
2932,KRTAP19-7
2933,YIPF3
2934,POLD1
2935,ELAVL3
2936,GNMT
2937,TMC5
2938,NOL4
2939,ARMC7
2940,CGREF1
2941,KRTAP17-1
2942,KLHL24
2943,BCR
2944,CD59
2945,ZNF791
2946,XAF1
2947,CYB5D1
2948,HCAR2
2949,NCK2
2950,ZNF548
2951,TRPM2
2952,B2M
2953,RAB30
2954,LSM5
2955,CEACAM3
2956,MYLK3
2957,WDR72
2958,KLHL12
2959,CDYL2
2960,ENOSF1
2961,FCGR2A
2962,PRKACA
2963,ENPEP
2964,C7
2965,SMARCC1
2966,CBX1
2967,SERPINE1
2968,SLC6A8
2969,SCN1A
2970,CDC42SE2
2971,TMCC2
2972,CTLA4
2973,MAGEA9B
2974,INO80E
2975,CAPN11
2976,CHMP1A
2977,ADAP2
2978,CCDC53
2979,BTBD11
2980,MAGEA9
2981,ALDOA
2982,CCL11
2983,TAF5L
2984,DEFB110
2985,EFR3B
2986,CCNDBP1
2987,DNM3
2988,SPINK1
2989,SLC25A12
2990,PITPNB
2991,CCDC75
2992,FDXR
2993,RASSF7
2994,C5ORF55
2995,HSBP1L1
2996,DSCAM
2997,ENO3
2998,RUVBL1
2999,SIRT4
3000,GAGE6
3001,CDK13
3002,CAPN9
3003,TLN1
3004,TNFSF18
3005,ONECUT1
3006,FMO5
3007,B4GALT6
3008,CD177
3009,SFRP5
3010,CARS2
3011,CYFIP1
3012,RPL10L
3013,SLC24A6
3014,KBTBD12
3015,TBC1D29
3016,C2ORF69
3017,OIP5
3018,HIST1H2BD
3019,MMGT1
3020,PCDP1
3021,MTRNR2L10
3022,EHBP1L1
3023,C2ORF70
3024,TRA2B
3025,TCEANC2
3026,KLC3
3027,SLC7A1
3028,QSER1
3029,TPM1
3030,ZNF563
3031,LY6E
3032,DYNLRB2
3033,DHX16
3034,MOBP
3035,WNT8B
3036,NBPF11
3037,IVL
3038,MLLT6
3039,OFD1
3040,WDR12
3041,SPANXN5
3042,ZNF295
3043,HS6ST1
3044,FAM166A
3045,MTDH
3046,CLIP3
3047,ZNF615
3048,FOXP3
3049,FOXD4L3
3050,C1ORF101
3051,TIGD7
3052,TNFSF12-TNFSF13
3053,NTN3
3054,LARP4B
3055,CLDN14
3056,ATP5G1
3057,C11ORF83
3058,YEATS4
3059,OR2T29
3060,CHURC1-FNTB
3061,RASD1
3062,C5ORF60
3063,CCDC152
3064,SYNGAP1
3065,CHAC2
3066,ZNF732
3067,RRAD
3068,CACNA1F
3069,FAM50B
3070,MPP2
3071,NNMT
3072,WDR62
3073,ZNF638
3074,SGSM1
3075,CHRNG
3076,DHX34
3077,DEFB106B
3078,C5ORF62
3079,ARRDC5
3080,TMEM63B
3081,DNPEP
3082,MLKL
3083,OR51T1
3084,ZNF213
3085,NIP7
3086,HOXB6
3087,ACOT11
3088,OCIAD1
3089,SMNDC1
3090,SCML1
3091,SPACA4
3092,CPNE2
3093,TMEM189
3094,NVL
3095,PRR21
3096,ERO1LB
3097,C15ORF41
3098,EGR2
3099,PSG11
3100,OR8G2
3101,KCNG2
3102,EIF5A
3103,GRIN2A
3104,LY6D
3105,PLIN1
3106,WDR1
3107,ZNF556
3108,SPINLW1
3109,PPP1R12C
3110,VWA2
3111,FBLN7
3112,LPIN2
3113,OR4A47
3114,ZNF592
3115,ACE2
3116,FOXK1
3117,CCDC28B
3118,ASPSCR1
3119,SPCS3
3120,ATP5I
3121,PPP1R3F
3122,PRR19
3123,MUC15
3124,ZNF443
3125,GNS
3126,CDY2B
3127,ADCY8
3128,IRF7
3129,ARPP21
3130,BPTF
3131,ZNF10
3132,ALKBH7
3133,MYH11
3134,SLC25A44
3135,PITPNA
3136,TUFM
3137,DFFB
3138,OOEP
3139,C1ORF109
3140,ZFR
3141,PPP1R13B
3142,METTL14
3143,GLI2
3144,OR6C68
3145,SLCO6A1
3146,MYH10
3147,VARS2
3148,SPTBN5
3149,WBSCR22
3150,BCL2
3151,CHAMP1
3152,ZBTB43
3153,SLFN11
3154,PAFAH1B1
3155,IL12RB1
3156,PCTP
3157,CHIC2
3158,SLC30A10
3159,KCNN3
3160,ZNF557
3161,FNDC7
3162,ATP10B
3163,MDM1
3164,RIMKLA
3165,UGT1A6
3166,COL1A2
3167,CCNK
3168,CAST
3169,QTRT1
3170,SPDYE1
3171,FAM81B
3172,C1QA
3173,PADI1
3174,TXNL4A
3175,NR2F6
3176,RAI1
3177,GSTT2B
3178,C9ORF174
3179,VSTM2A
3180,PRB3
3181,CORO7
3182,LMBR1L
3183,RCC1
3184,GUCY2F
3185,ZNRF4
3186,MYO5A
3187,PTDSS1
3188,ABCA13
3189,C10ORF114
3190,MAS1
3191,SEPT3
3192,RDBP
3193,SALL1
3194,NELL2
3195,RCOR1
3196,LRRC30
3197,CLINT1
3198,PACRGL
3199,SARS2
3200,PAPD4
3201,PSG9
3202,GPR98
